0,0
2.4156e-05,-2.8621e-09
0.00014494,-1.0304e-07
0.00074884,-2.7504e-06
0.0037683,-6.9643e-05
0.018866,-0.0017442
0.094354,-0.043208
0.19435,-0.17836
0.29435,-0.39132
0.39435,-0.66008
0.49435,-0.95711
0.59435,-1.252
0.69435,-1.5144
0.79435,-1.7173
0.89435,-1.8399
0.99435,-1.8702
1.0944,-1.8056
1.1944,-1.6541
1.2944,-1.4326
1.3944,-1.1649
1.4944,-0.8794
1.5944,-0.60543
1.6944,-0.37064
1.7944,-0.19819
1.8944,-0.10464
1.9944,-0.098468
2.0944,-0.17943
2.1944,-0.33862
2.2944,-0.55944
2.3944,-0.81913
2.4944,-1.0911
2.5944,-1.3474
2.6944,-1.5617
2.7944,-1.7121
2.8944,-1.7833
2.9944,-1.7686
3.0944,-1.6704
3.1944,-1.4999
3.2944,-1.2757
3.3944,-1.0218
3.4944,-0.76462
3.5944,-0.53035
3.6944,-0.34242
3.7944,-0.21918
3.8944,-0.17227
3.9944,-0.20558
4.0944,-0.315
4.1944,-0.4889
4.2944,-0.70924
4.3944,-0.95336
4.4944,-1.1962
4.5944,-1.4129
4.6944,-1.5812
4.7944,-1.684
4.8944,-1.711
4.9944,-1.6602
5.0944,-1.5378
5.1944,-1.3572
5.2944,-1.138
5.3944,-0.90328
5.4944,-0.67713
5.5944,-0.48247
5.6944,-0.33856
5.7944,-0.25929
5.8944,-0.25193
5.9944,-0.31648
6.0944,-0.4458
6.1944,-0.62633
6.2944,-0.83942
6.3944,-1.0632
6.4944,-1.2747
6.5944,-1.4521
6.6944,-1.5775
6.7944,-1.6382
6.8944,-1.6284
6.9944,-1.5499
7.0944,-1.4116
7.1944,-1.2286
7.2944,-1.0203
7.3944,-0.80837
7.4944,-0.61452
7.5944,-0.45816
7.6944,-0.3546
7.7944,-0.3137
7.8944,-0.33889
7.9944,-0.42701
8.0944,-0.56864
8.1944,-0.74902
8.2944,-0.94958
8.3944,-1.1497
8.4944,-1.3289
8.5944,-1.4688
8.6944,-1.5552
8.7944,-1.5797
8.8944,-1.5402
8.9944,-1.4416
9.0944,-1.2947
9.1944,-1.1153
9.2944,-0.92235
9.3944,-0.73562
9.4944,-0.57408
9.5944,-0.45377
9.6944,-0.38636
9.7944,-0.37806
9.8944,-0.42912
9.9944,-0.53384
10,-0.54115
10,-0.54115
10,-0.54115
10.1,-0.70545
10.2,-0.93051
10.3,-1.2042
10.4,-1.5115
10.5,-1.8354
10.6,-2.1573
10.7,-2.4586
10.8,-2.721
10.9,-2.9288
11,-3.0693
11.1,-3.1338
11.2,-3.1187
11.3,-3.0254
11.4,-2.86
11.5,-2.6335
11.6,-2.3602
11.7,-2.0569
11.8,-1.742
11.9,-1.4337
12,-1.1494
12.1,-0.90443
12.2,-0.71184
12.3,-0.58146
12.4,-0.51975
12.5,-0.52956
12.6,-0.61001
12.7,-0.7566
12.8,-0.96137
12.9,-1.2132
13,-1.4984
13.1,-1.8009
13.2,-2.1036
13.3,-2.3888
13.4,-2.6396
13.5,-2.8409
13.6,-2.9803
13.7,-3.0495
13.8,-3.0444
13.9,-2.9657
14,-2.8187
14.1,-2.613
14.2,-2.3617
14.3,-2.0802
14.4,-1.7857
14.5,-1.4951
14.6,-1.225
14.7,-0.99013
14.8,-0.803
14.9,-0.67329
15,-0.60749
15.1,-0.6087
15.2,-0.67652
15.3,-0.80709
15.4,-0.99328
15.5,-1.2249
15.6,-1.4893
15.7,-1.7718
15.8,-2.0561
15.9,-2.3259
16,-2.5652
16.1,-2.7595
16.2,-2.8971
16.3,-2.9697
16.4,-2.9731
16.5,-2.9073
16.6,-2.7769
16.7,-2.5903
16.8,-2.3593
16.9,-2.0983
17,-1.823
17.1,-1.5495
17.2,-1.2933
17.3,-1.0685
17.4,-0.88725
17.5,-0.75894
17.6,-0.69006
17.7,-0.68391
17.8,-0.74052
17.9,-0.8566
18,-1.0258
18.1,-1.2387
18.2,-1.4838
18.3,-1.7473
18.4,-2.0143
18.5,-2.2692
18.6,-2.497
18.7,-2.6842
18.8,-2.8194
18.9,-2.8944
19,-2.9049
19.1,-2.8506
19.2,-2.735
19.3,-2.5659
19.4,-2.3538
19.5,-2.1119
19.6,-1.8548
19.7,-1.5976
19.8,-1.3549
19.9,-1.1402
20,-0.96507
20.1,-0.83874
20.2,-0.76765
20.3,-0.75525
20.4,-0.80191
20.5,-0.90488
20.6,-1.0584
20.7,-1.2542
20.8,-1.4812
20.9,-1.7269
21,-1.9773
21.1,-2.218
21.2,-2.4347
21.3,-2.6146
21.4,-2.7468
21.5,-2.8234
21.6,-2.84
21.7,-2.7957
21.8,-2.6936
21.9,-2.5404
22,-2.3458
22.1,-2.1217
22.2,-1.8818
22.3,-1.6401
22.4,-1.4105
22.5,-1.2057
22.6,-1.0369
22.7,-0.91306
22.8,-0.84049
22.9,-0.82279
23,-0.86064
23.1,-0.95175
23.2,-1.091
23.3,-1.2708
23.4,-1.4811
23.5,-1.7101
23.6,-1.9448
23.7,-2.1718
23.8,-2.3777
23.9,-2.5502
24,-2.6791
24.1,-2.7566
24.2,-2.7782
24.3,-2.7427
24.4,-2.6528
24.5,-2.5142
24.6,-2.3357
24.7,-2.1283
24.8,-1.9046
24.9,-1.6777
25,-1.4606
25.1,-1.2656
25.2,-1.1032
25.3,-0.98222
25.4,-0.9088
25.5,-0.88666
25.6,-0.9167
25.7,-0.99709
25.8,-1.1233
25.9,-1.2883
26,-1.4829
26.1,-1.6963
26.2,-1.9162
26.3,-2.1302
26.4,-2.3255
26.5,-2.4907
26.6,-2.616
26.7,-2.6937
26.8,-2.7195
26.9,-2.6919
27,-2.6128
27.1,-2.4876
27.2,-2.324
27.3,-2.1321
27.4,-1.9236
27.5,-1.7108
27.6,-1.5058
27.7,-1.3203
27.8,-1.1644
27.9,-1.0466
28,-0.97283
28.1,-0.94697
28.2,-0.97012
28.3,-1.0408
28.4,-1.155
28.5,-1.3064
28.6,-1.4864
28.7,-1.6851
28.8,-1.8911
28.9,-2.0926
29,-2.2778
29.1,-2.4358
29.2,-2.5571
29.3,-2.6347
29.4,-2.6639
29.5,-2.6431
29.6,-2.5739
29.7,-2.4608
29.8,-2.311
29.9,-2.1336
30,-1.9394
30.1,-1.7399
30.2,-1.5465
30.3,-1.3703
30.4,-1.2209
30.5,-1.1064
30.6,-1.0328
30.7,-1.0039
30.8,-1.0209
30.9,-1.0829
31,-1.1861
31.1,-1.3248
31.2,-1.4914
31.3,-1.6763
31.4,-1.8691
31.5,-2.0587
31.6,-2.2341
31.7,-2.385
31.8,-2.5023
31.9,-2.5793
32,-2.6112
32.1,-2.5965
32.2,-2.5361
32.3,-2.4342
32.4,-2.297
32.5,-2.1331
32.6,-1.9524
32.7,-1.7655
32.8,-1.5832
32.9,-1.416
33,-1.273
33.1,-1.162
33.2,-1.0889
33.3,-1.0575
33.4,-1.0692
33.5,-1.1232
33.6,-1.2164
33.7,-1.3435
33.8,-1.4974
33.9,-1.6694
34,-1.8498
34.1,-2.0282
34.2,-2.1942
34.3,-2.3381
34.4,-2.4513
34.5,-2.5273
34.6,-2.5614
34.7,-2.552
34.8,-2.4996
34.9,-2.4078
35,-2.2824
35.1,-2.131
35.2,-1.9629
35.3,-1.7879
35.4,-1.6162
35.5,-1.4576
35.6,-1.321
35.7,-1.2136
35.8,-1.1414
35.9,-1.108
36,-1.115
36.1,-1.1619
36.2,-1.2459
36.3,-1.3622
36.4,-1.5044
36.5,-1.6644
36.6,-1.833
36.7,-2.0007
