"time","pointMass.r_0[1]","pointMass.r_0[2]","pointMass.r_0[3]"
6.996,0.2894939126667791,0.2230733143051529,0.5743399268499711
6.998,0.2895539869406165,0.2230273536614972,0.5743274926083369
7,0.2896140479316,0.2229812234970956,0.5743151206512397
7.002,0.28967409539543,0.2229349247377388,0.5743028107098682
7.004,0.2897341290990015,0.2228884583318306,0.5742905625011954
7.006,0.2897941488204119,0.2228418252504067,0.5742783757279716
7.008,0.2898541543489665,0.2227950264871532,0.5742662500787166
7.01,0.2899141454851888,0.2227480630584266,0.5742541852277165
7.012,0.2899741220408266,0.2227009360032723,0.5742421808350154
7.014,0.2900340838388599,0.2226536463834441,0.57423023654641
7.016,0.2900940307135083,0.2226061952834227,0.5742183519934427
7.018,0.2901539625102396,0.2225585838104356,0.5742065267933975
7.02,0.2902138790857768,0.2225108130944761,0.5741947605492915
7.022,0.2902737803081062,0.2224628842883221,0.5741830528498719
7.024,0.2903336660564856,0.2224147985675561,0.5741714032696082
7.026,0.2903935361072545,0.2223665569184869,0.5741598115085893
7.028,0.2904533895985716,0.2223181591440309,0.5741482780482289
7.03,0.2905132271035263,0.2222696077140699,0.5741368016115715
7.032,0.2905730485227518,0.2222209038514242,0.5741253817450396
7.034,0.2906328537667994,0.222172048799229,0.5741140179824528
7.036,0.2906926427561113,0.2221230438208888,0.5741027098450662
7.038,0.2907524154209934,0.2220738902000319,0.5740914568416072
7.04,0.2908121717015882,0.2220245892404633,0.5740802584683141
7.042,0.2908719115478471,0.22197514226612,0.5740691142089721
7.044,0.2909316349195046,0.2219255506210241,0.5740580235349525
7.046,0.29099134178605,0.2218758156692378,0.5740469859052492
7.048,0.2910510321267006,0.2218259387948168,0.5740360007665177
7.05,0.291110705930375,0.2217759214017648,0.5740250675531111
7.052,0.2911703631956662,0.2217257649139877,0.5740141856871201
7.054,0.2912300039308143,0.2216754707752476,0.5740033545784092
7.056,0.2912896281536794,0.2216250404491169,0.5739925736246553
7.058,0.2913492358917148,0.2215744754189329,0.573981842211385
7.06,0.2914088271819406,0.2215237771877514,0.5739711597120136
7.062,0.2914684020709163,0.2214729472783017,0.5739605254878823
7.064,0.2915279602800208,0.2214219865967887,0.5739499393037156
7.066,0.2915875015699091,0.2213708961256457,0.5739394008751999
7.068,0.2916470264468546,0.2213196782660586,0.5739289089923532
7.07,0.2917065349728469,0.2212683345763187,0.5739184629964382
7.072,0.2917660272179773,0.2212168666316851,0.5739080622184483
7.074,0.291825503260378,0.2211652760242766,0.5738977059791833
7.076,0.2918849631861635,0.2211135643629641,0.5738873935893297
7.078,0.2919444070893695,0.2210617332732619,0.5738771243495375
7.08,0.2920038350718946,0.2210097843972208,0.5738668975505001
7.082,0.2920632472434406,0.2209577193933193,0.5738567124730324
7.084,0.2921226437214521,0.2209055399363564,0.5738465683881478
7.086,0.2921820246310568,0.2208532477173425,0.5738364645571379
7.088,0.2922413901050069,0.2208008444433926,0.5738264002316507
7.09,0.2923007402836185,0.220748331837618,0.5738163746537687
7.092,0.2923600753147124,0.220695711639018,0.573806387056087
7.094,0.2924193953535538,0.2206429856023721,0.5737964366617919
7.096,0.2924787005627943,0.2205901554981325,0.5737865226847402
7.098,0.2925379911124094,0.220537223112315,0.5737766443295348
7.1,0.2925972671796421,0.2204841902463925,0.573766800791606
7.102,0.2926565284482369,0.2204310577389273,0.5737569918885177
7.104,0.2927157752186275,0.2203778276346634,0.5737472166602826
7.106,0.292775007895343,0.2203245021829929,0.5737374740157166
7.108,0.2928342266642886,0.2202710832074603,0.5737277631392584
7.11,0.2928934317171971,0.2202175725443004,0.5737180832079951
7.112,0.2929526232515397,0.2201639720422757,0.573708433391776
7.114,0.2930118014704384,0.2201102835625121,0.5736988128533261
7.116,0.2930709665825766,0.2200565089783356,0.5736892207483582
7.118,0.2931301188021124,0.2200026501751088,0.5736796562256889
7.12,0.2931892583485884,0.2199487090500666,0.5736701184273507
7.122,0.2932483854468449,0.2198946875121536,0.5736606064887041
7.124,0.2933075003269304,0.2198405874818591,0.5736511195385533
7.126,0.2933666032240138,0.2197864108910546,0.5736416566992578
7.128,0.2934256943782956,0.2197321596828296,0.5736322170868466
7.13,0.2934847740349196,0.2196778358113274,0.5736227998111305
7.132,0.2935438424438842,0.219623441241582,0.5736134039758154
7.134,0.2936028998599541,0.219568977949354,0.573604028678616
7.136,0.2936619465425711,0.2195144479209668,0.5735946730113677
7.138,0.2937209827557664,0.2194598531531426,0.5735853360601405
7.14,0.293780008194097,0.2194051944885653,0.5735760176446953
7.142,0.2938390235315859,0.2193504747578786,0.5735667163231616
7.144,0.2938980290665457,0.2192956960307285,0.5735574311378372
7.146,0.2939570250645085,0.2192408603114226,0.5735481611733823
7.148,0.2940160117942393,0.2191859696120004,0.5735389055104226
7.15,0.2940749895276258,0.2191310259520247,0.5735296632256928
7.152,0.2941339585395658,0.2190760313583701,0.5735204333921748
7.154,0.294192919107856,0.2190209878650149,0.5735112150792417
7.156,0.2942518715130804,0.2189658975128299,0.5735020073527967
7.158,0.2943108160384988,0.2189107623493691,0.573492809275415
7.16,0.2943697529699347,0.2188555844286599,0.5734836199064851
7.162,0.2944286825956643,0.2188003658109927,0.5734744383023483
7.164,0.2944876052063038,0.2187451085627112,0.5734652635164403
7.166,0.2945465210946981,0.218689814756002,0.5734560945994321
7.168,0.2946054305558088,0.2186344864686852,0.5734469305993689
7.17,0.2946643338866024,0.2185791257840039,0.5734377705618127
7.172,0.2947232313859382,0.2185237347904138,0.573428613529981
7.174,0.2947821233544563,0.2184683155813734,0.5734194585448877
7.176,0.2948410100153512,0.2184128700842497,0.5734103047512531
7.178,0.2948998913861683,0.2183573997834597,0.5734011515688378
7.18,0.2949587680407053,0.2183019073661608,0.5733919976738796
7.182,0.2950176402750521,0.2182463949209442,0.5733828421140519
7.184,0.2950765083859025,0.2181908645390225,0.5733736839363446
7.186,0.2951353726704244,0.2181353183139846,0.5733645221872233
7.188,0.2951942334261339,0.2180797583415531,0.5733553559127916
7.19,0.295253090950765,0.2180241867193391,0.5733461841589483
7.192,0.2953119455421438,0.2179686055465991,0.5733370059715505
7.194,0.2953707974980589,0.2179130169239901,0.5733278203965705
7.196,0.2954296471161333,0.2178574229533262,0.5733186264802576
7.198,0.2954884946936968,0.2178018257373339,0.573309423269297
7.2,0.2955473405276571,0.2177462273794077,0.5733002098109691
7.202,0.2956061849143719,0.2176906299833665,0.5732909851533092
7.204,0.2956650281495201,0.217635035653209,0.5732817483452675
7.206,0.2957238705279737,0.2175794464928695,0.5732724984368669
7.208,0.2957827123436689,0.2175238646059729,0.5732632344793633
7.21,0.2958415538894779,0.2174682920955913,0.5732539555254043
7.212,0.2959003954570805,0.2174127310639992,0.5732446606291883
7.214,0.2959592372420246,0.2173571833727969,0.5732353489864352
7.216,0.2960180794877457,0.2173016510070283,0.573226019721927
7.218,0.2960769225719209,0.2172461362934826,0.5732166717621978
7.22,0.296135766774803,0.217190641315246,0.5732073041771263
7.222,0.2961946123744978,0.2171351681525992,0.5731979160393905
7.224,0.2962534596468261,0.2170797188827539,0.5731885064246385
7.226,0.296312308865187,0.2170242955795871,0.5731790744116559
7.228,0.2963711603004215,0.2169689003133779,0.5731696190825384
7.23,0.2964300142206748,0.2169135351505422,0.5731601395228577
7.232,0.2964888708912602,0.216858202153369,0.5731506348218338
7.234,0.2965477305745211,0.2168029033797549,0.5731411040725021
7.236,0.2966065935296952,0.2167476408829407,0.5731315463718838
7.238,0.2966654600127757,0.2166924167112458,0.5731219608211543
7.24,0.2967243302763758,0.2166372329078043,0.5731123465258121
7.242,0.2967832045695903,0.2165820915103003,0.5731027025958484
7.244,0.2968420831378584,0.2165269945507023,0.5730930281459139
7.246,0.2969009662228279,0.216471944055,0.5730833222954904
7.248,0.2969598540622149,0.2164169420429383,0.5730735841690562
7.25,0.2970187468896691,0.216361990527753,0.5730638128962567
7.252,0.2970776449398026,0.2163070914197748,0.5730540076456794
7.254,0.2971365484357326,0.2162522467551277,0.5730441675449592
7.256,0.2971954575966121,0.2161974585531566,0.5730342917307244
7.258,0.297254372638624,0.2161427287949947,0.573024379356156
7.26,0.2973132937732065,0.2160880594537455,0.5730144295805111
7.262,0.2973722212069142,0.2160334524942127,0.5730044415692899
7.264,0.2974311551412818,0.2159789098726302,0.5729944144944082
7.266,0.2974900957726861,0.2159244335363929,0.5729843475343657
7.268,0.2975490432922081,0.2158700254237859,0.572974239874414
7.27,0.2976079978854959,0.215815687463715,0.572964090706728
7.272,0.2976669597326265,0.2157614215754364,0.5729538992305737
7.274,0.2977259290079683,0.2157072296682873,0.5729436646524783
7.276,0.297784905880044,0.2156531136414153,0.5729333861863986
7.278,0.2978438905113911,0.2155990753835083,0.5729230630538898
7.28,0.297902883058426,0.2155451167725247,0.5729126944842757
7.282,0.2979618836713049,0.2154912396754236,0.5729022797148162
7.284,0.2980208924937864,0.2154374459478939,0.572891817990877
7.286,0.2980799096630932,0.2153837374340843,0.5728813085660975
7.288,0.2981389353111386,0.2153301159680008,0.5728707507012247
7.29,0.2981979697822092,0.2152765836394432,0.5728601434508562
7.292,0.2982570130208366,0.2152231420457996,0.5728494862632406
7.294,0.2983160651421733,0.2151697929890201,0.5728387784214591
7.296,0.2983751262544654,0.2151165382585551,0.572828019217395
7.298,0.298434196458923,0.2150633796310949,0.5728172079518957
7.3,0.2984932758495914,0.2150103188703097,0.5728063439349326
7.302,0.2985523645132195,0.2149573577265888,0.5727954264857615
7.304,0.2986114625291315,0.2149044979367805,0.5727844549330841
7.306,0.2986705699690941,0.2148517412239314,0.5727734286152055
7.308,0.2987296868971895,0.2147990892970262,0.5727623468801979
7.31,0.2987888133696825,0.2147465438507274,0.572751209086058
7.312,0.2988479494348929,0.2146941065651143,0.5727400146008691
7.314,0.2989070951330627,0.2146417791054235,0.5727287628029605
7.316,0.2989662504962281,0.2145895631217871,0.5727174530810666
7.318,0.2990254155480881,0.2145374602489737,0.5727060848344897
7.32,0.2990845903038748,0.214485472106127,0.5726946574732577
7.322,0.2991437747702225,0.2144336002965054,0.5726831704182844
7.324,0.2992029689450378,0.2143818464072217,0.5726716231015307
7.326,0.299262172924607,0.2143302121759476,0.5726600148476343
7.328,0.2993213869213954,0.21427869951857,0.5726483448542565
7.33,0.2993806106634217,0.2142273095939729,0.5726366128559729
7.332,0.299439844122864,0.2141760439384036,0.5726248183189467
7.334,0.2994990872631311,0.2141249040716116,0.5726129607205127
7.336,0.2995583400387491,0.2140738914966126,0.5726010395493201
7.338,0.2996176023952464,0.214023007699452,0.5725890543054777
7.34,0.2996768742690367,0.2139722541489669,0.5725770045006928
7.342,0.2997361555873071,0.2139216322965516,0.5725648896584186
7.344,0.2997954462679012,0.2138711435759195,0.572552709313994
7.346,0.2998547462192043,0.213820789402867,0.5725404630147881
7.348,0.2999140553400292,0.2137705711750371,0.5725281503203428
7.35,0.2999733735195007,0.2137204902716823,0.5725157708025155
7.352,0.3000327006369412,0.2136705480534288,0.5725033240456231
7.354,0.3000920365617548,0.2136207458620392,0.5724908096465838
7.356,0.3001513811533137,0.2135710850201765,0.5724782272150616
7.358,0.300210734260842,0.213521566831167,0.5724655763736072
7.36,0.3002700957233022,0.2134721925787647,0.5724528567578038
7.362,0.3003294653692788,0.2134229635269134,0.5724400680164079
7.364,0.3003888433238148,0.2133738814360057,0.5724272094578933
7.366,0.3004482294444294,0.2133249476138418,0.5724142807001725
7.368,0.3005076233108775,0.2132761628983617,0.5724012816823841
7.37,0.3005670247240678,0.2132275284971137,0.5723882120901607
7.372,0.3006264334748231,0.2131790455981097,0.5723750716220296
7.374,0.3006858493437862,0.2131307153696252,0.57236185998953
7.376,0.3007452721013277,0.2130825389599991,0.5723485769173322
7.378,0.3008047015074524,0.2130345174974341,0.572335222143356
7.38,0.3008641373117059,0.2129866520897959,0.5723217954188885
7.382,0.3009235792530822,0.212938943824414,0.5723082965087032
7.384,0.3009830270599299,0.212891393767881,0.5722947251911789
7.386,0.3010424804498602,0.2128440029658533,0.572281081258418
7.388,0.3011019391296526,0.2127967724428504,0.5722673645163647
7.39,0.3011614027951621,0.2127497032020555,0.5722535747849238
7.392,0.3012208711312278,0.2127027962251154,0.5722397118980802
7.394,0.3012803438115782,0.2126560524719407,0.5722257757040182
7.396,0.3013398204987385,0.2126094728805055,0.5722117660652376
7.398,0.3013993008439389,0.2125630583666483,0.5721976828586762
7.4,0.3014587844870206,0.2125168098238713,0.5721835259758267
7.402,0.3015182716363857,0.2124707291416054,0.5721692946389889
7.404,0.3015777616089429,0.2124248166415408,0.5721549891226886
7.406,0.3016372539064748,0.2123790729675299,0.5721406094846352
7.408,0.3016967481410305,0.2123334989545498,0.5721261556537007
7.41,0.3017562439138761,0.212288095416122,0.5721116275726454
7.412,0.3018157408154303,0.2122428631441588,0.5720970251982087
7.414,0.3018752384251962,0.2121978029088103,0.5720823485011939
7.416,0.301934736311697,0.2121529154583118,0.5720675974665593
7.418,0.3019942340324084,0.2121082015188303,0.5720527720935044
7.42,0.3020537311336944,0.2120636617943119,0.5720378723955591
7.422,0.3021132271507401,0.2120192969663284,0.5720228984006723
7.424,0.3021727216074856,0.2119751076939249,0.5720078501512987
7.426,0.3022322140165616,0.2119310946134666,0.5719927277044893
7.428,0.3022917038792218,0.2118872583384861,0.5719775311319785
7.43,0.3023511906852787,0.2118435994595302,0.5719622605202733
7.432,0.3024106739130371,0.211800118544008,0.5719469159707427
7.434,0.3024701530292279,0.2117568161360368,0.5719314975997044
7.436,0.3025296274889437,0.2117136927562905,0.5719160055385166
7.438,0.3025890967945771,0.2116707490085961,0.5719004398629353
7.44,0.3026485610967329,0.2116279866670501,0.5718847998728107
7.442,0.3027080192219729,0.211585405107846,0.5718690864562405
7.444,0.3027674705983945,0.2115430047929309,0.5718532997813905
7.446,0.3028269146433126,0.2115007861621887,0.5718374400304904
7.448,0.3028863507632246,0.211458749633341,0.5718215073998857
7.45,0.3029457783537755,0.2114168956018498,0.5718055021000918
7.452,0.3030051967997219,0.2113752244408185,0.5717894243558479
7.454,0.3030646054748968,0.2113337365008933,0.5717732744061693
7.456,0.3031240037421745,0.2112924321101657,0.5717570525044025
7.458,0.3031833909534348,0.2112513115740736,0.5717407589182766
7.46,0.3032427664495288,0.2112103751753037,0.5717243939299606
7.462,0.3033021295602423,0.2111696231736928,0.5717079578361136
7.464,0.3033614796042617,0.2111290558061295,0.5716914509479412
7.466,0.3034208158891387,0.2110886732864565,0.571674873591248
7.468,0.3034801377112553,0.2110484758053727,0.5716582261064936
7.47,0.3035394443557884,0.2110084635303343,0.5716415088488445
7.472,0.3035987350966747,0.2109686366054573,0.5716247221882294
7.474,0.3036580091965768,0.2109289951514197,0.5716078665093938
7.476,0.3037172661883903,0.2108895397874174,0.5715909418697418
7.478,0.3037765056839973,0.2108502712765161,0.5715739482317893
7.48,0.303835726459497,0.2108111888293884,0.5715568865750866
7.482,0.3038949277538002,0.2107722925122154,0.571539757317804
7.484,0.3039541087956302,0.2107335823695879,0.5715225608916686
7.486,0.304013268803518,0.2106950584244673,0.5715052977419781
7.488,0.3040724069858002,0.2106567206781468,0.5714879683276175
7.49,0.3041315225406157,0.2106185691102115,0.5714705731210757
7.492,0.3041906146559028,0.2105806036785,0.5714531126084617
7.494,0.3042496825093963,0.2105428243190649,0.5714355872895207
7.496,0.3043087252686243,0.2105052309461342,0.5714179976776516
7.498,0.3043677420909054,0.2104678234520715,0.5714003442999209
7.5,0.304426732123347,0.210430601707338,0.5713826276970839
7.502,0.3044856945028403,0.2103935655604526,0.5713648484235964
7.504,0.3045446283560597,0.2103567148379537,0.5713470070476349
7.506,0.3046035327994586,0.2103200493443594,0.5713291041511119
7.508,0.304662406939268,0.21028356886213,0.5713111403296932
7.51,0.3047212498714924,0.2102472731516271,0.571293116192815
7.512,0.3047800606819087,0.2102111619510769,0.5712750323637005
7.514,0.3048388389590411,0.2101752359496542,0.5712568888476076
7.516,0.3048975837276415,0.2101394947642696,0.5712386863452965
7.518,0.3049562937766565,0.2101039375616661,0.5712204258491865
7.52,0.3050149681729217,0.2100685640328755,0.5712021080107055
7.522,0.3050736059742994,0.2100333738490039,0.5711837334935924
7.524,0.3051322062297058,0.2099983666612516,0.5711653029738722
7.526,0.3051907679791421,0.2099635421009358,0.5711468171398374
7.528,0.3052492902537213,0.2099288997795107,0.5711282766920234
7.53,0.3053077720756997,0.2098944392885893,0.5711096823431887
7.532,0.3053662124585048,0.2098601601999649,0.5710910348182933
7.534,0.3054246104067646,0.2098260620656315,0.5710723348544757
7.536,0.3054829649163371,0.2097921444178059,0.5710535832010328
7.538,0.3055412749743399,0.2097584067689488,0.5710347806193977
7.54,0.3055995395591783,0.2097248486117858,0.5710159278831182
7.542,0.3056577576405761,0.2096914694193289,0.5709970257778354
7.544,0.3057159281796043,0.2096582686448983,0.570978075101263
7.546,0.3057740501287095,0.2096252457221426,0.5709590766631646
7.548,0.3058321224317451,0.2095924000650618,0.5709400312853338
7.55,0.305890144023999,0.2095597310680269,0.5709209398015718
7.552,0.3059481145483079,0.2095272394962615,0.5709018021636021
7.554,0.3060060324717589,0.2094949238289321,0.5708826197924046
7.556,0.3060638966394928,0.2094627832761705,0.5708633936383438
7.558,0.3061217059739264,0.2094308171950205,0.5708441245566741
7.56,0.3061794593902631,0.2093990249253449,0.5708248134130449
7.562,0.3062371557965524,0.2093674057899051,0.5708054610834412
7.564,0.3062947940937479,0.2093359590944391,0.5707860684541244
7.566,0.306352373175768,0.2093046841277424,0.5707666364215743
7.568,0.3064098919295539,0.2092735801617464,0.5707471658924298
7.57,0.3064673492351298,0.2092426464515979,0.570727657783431
7.572,0.3065247439656614,0.209211882235739,0.5707081130213603
7.574,0.3065820749875156,0.2091812867359858,0.5706885325429832
7.576,0.3066393411603193,0.2091508591576082,0.5706689172949903
7.578,0.3066965413370193,0.2091205986894091,0.5706492682339387
7.58,0.3067536743639412,0.2090905045038039,0.5706295863261933
7.582,0.3068107390808487,0.2090605757568997,0.5706098725478678
7.584,0.3068677343210022,0.2090308115885746,0.5705901278847657
7.586,0.3069246589112193,0.2090012111225576,0.5705703533323235
7.588,0.3069815117727458,0.2089717736674807,0.5705505497676987
7.59,0.3070382922705185,0.2089424994131241,0.5705307175068113
7.592,0.3070949987255969,0.2089133864648496,0.5705108581909295
7.594,0.3071516299575857,0.2088844339184167,0.5704909728306116
7.596,0.3072081847809931,0.2088556408559277,0.5704710624444186
7.598,0.3072646620053145,0.2088270063459591,0.5704511280588207
7.6,0.3073210604351205,0.2087985294436945,0.5704311707081062
7.602,0.3073773788701395,0.2087702091910559,0.5704111914342863
7.604,0.3074336161053463,0.2087420446168369,0.570391191287006
7.606,0.3074897709310453,0.2087140347368336,0.5703711713234475
7.608,0.3075458421329581,0.2086861785539779,0.5703511326082412
7.61,0.3076018284923068,0.2086584750584687,0.5703310762133698
7.612,0.3076577287859012,0.2086309232279046,0.5703110032180774
7.614,0.3077135417862238,0.2086035220274153,0.5702909147087758
7.616,0.3077692662615152,0.2085762704097947,0.5702708117789526
7.618,0.3078249009758594,0.2085491673156318,0.5702506955290767
7.62,0.3078804446892693,0.2085222116734435,0.570230567066507
7.622,0.3079358961577724,0.2084954023998063,0.5702104275053982
7.624,0.307991254133496,0.2084687383994886,0.5701902779666088
7.626,0.3080465176010517,0.2084422190526648,0.5701701192718736
7.628,0.3081016854861279,0.2084158436142179,0.5701499523208065
7.63,0.3081567562516999,0.2083896103813386,0.5701297786134146
7.632,0.3082117286501524,0.2083635182438245,0.5701095992769959
7.634,0.3082666014312654,0.2083375660821179,0.5700894154439573
7.636,0.3083213733423213,0.2083117527674834,0.5700692282516928
7.638,0.3083760431282113,0.2082860771621834,0.5700490388424607
7.64,0.3084306095315434,0.208260538119656,0.5700288483632636
7.642,0.3084850712927481,0.2082351344846914,0.5700086579657255
7.644,0.3085394271501856,0.2082098650936083,0.5699884688059692
7.646,0.3085936758402532,0.2081847287744314,0.5699682820444958
7.648,0.3086478160974905,0.2081597243470671,0.569948098846061
7.65,0.3087018466546883,0.2081348506234807,0.5699279203795541
7.652,0.308755766242993,0.2081101064078735,0.5699077478178752
7.654,0.3088095735920146,0.2080854904968581,0.5698875823378123
7.656,0.308863267429933,0.2080610016796367,0.5698674251199211
7.658,0.3089168464836045,0.2080366387381758,0.5698472773483996
7.66,0.3089703094786679,0.2080124004473844,0.5698271402109677
7.662,0.3090236551396521,0.2079882855752895,0.5698070148987443
7.664,0.3090768824824964,0.2079642935170405,0.5697869022161673
7.666,0.3091299901508134,0.2079404228561878,0.5697668034661064
7.668,0.3091829767581948,0.2079166721065614,0.5697467199934644
7.67,0.309235841036965,0.2078930400346583,0.5697266529868035
7.672,0.3092885817195108,0.2078695254023684,0.5697066036366125
7.674,0.3093411975384043,0.2078461269671855,0.569686573135161
7.676,0.3093936872265246,0.2078228434824187,0.5696665626763557
7.678,0.3094460495171797,0.2077996736974028,0.5696465734555952
7.68,0.3094982831442295,0.2077766163577094,0.5696266066696257
7.682,0.3095503868422065,0.2077536702053583,0.5696066635163957
7.684,0.3096023593464383,0.2077308339790273,0.5695867451949117
7.686,0.3096541993931701,0.2077081064142644,0.5695668529050932
7.688,0.3097059057196854,0.2076854862436973,0.5695469878476271
7.69,0.3097574770644284,0.2076629721972448,0.5695271512238227
7.692,0.3098089121671262,0.2076405630023279,0.5695073442354672
7.694,0.3098602097689094,0.2076182573840797,0.5694875680846793
7.696,0.3099113686124347,0.2075960540655566,0.5694678239737648
7.698,0.3099623874420062,0.207573951767949,0.5694481131050708
7.7,0.3100132650036969,0.2075519492107915,0.56942843668084
7.702,0.3100640002915025,0.2075300457028058,0.5694087955538264
7.704,0.310114591876786,0.2075082395320837,0.5693891911791324
7.706,0.3101650385078115,0.207486529405234,0.5693696247632599
7.708,0.3102153389456158,0.2074649140533011,0.5693500974970935
7.71,0.310265491953991,0.2074433922076399,0.569330610570143
7.712,0.310315496299617,0.2074219626001488,0.5693111651703852
7.714,0.3103653507521906,0.2074006239635026,0.569291762484103
7.716,0.3104150540845565,0.2073793750313855,0.5692724036957266
7.718,0.3104646050728384,0.2073582145387244,0.5692530899876745
7.72,0.3105140024965686,0.207337141221921,0.5692338225401921
7.722,0.3105632451388192,0.2073161538190856,0.5692146025311927
7.724,0.3106123317863319,0.2072952510702693,0.5691954311360977
7.726,0.3106612612296489,0.2072744317176974,0.5691763095276772
7.728,0.3107100322632429,0.2072536945060016,0.5691572388758875
7.73,0.3107586436856473,0.2072330381824531,0.5691382203477144
7.732,0.3108070942995865,0.2072124614971955,0.56911925510701
7.734,0.3108553829121062,0.2071919632034771,0.5691003443143341
7.736,0.3109035083347032,0.207171542057884,0.5690814891267929
7.738,0.3109514693970946,0.2071511968735395,0.5690626906711465
7.74,0.3109992649621718,0.2071309265779179,0.5690439500145824
7.742,0.3110468938149183,0.207110729781147,0.5690252683825634
7.744,0.3110943547875763,0.2070906052618591,0.5690066469135621
7.746,0.3111416467175859,0.2070705518035586,0.5689880867416081
7.748,0.3111887684477154,0.2070505681948644,0.5689695889961207
7.75,0.3112357188261963,0.2070306532297516,0.5689511548017457
7.752,0.3112824967068524,0.207010805707793,0.5689327852781869
7.754,0.3113291009492344,0.2069910244344015,0.5689144815400422
7.756,0.311375530418751,0.2069713082210714,0.5688962446966375
7.758,0.3114217839868009,0.2069516558856206,0.56887807585186
7.76,0.3114678605309054,0.206932066252432,0.5688599761039937
7.762,0.31151375893484,0.2069125381526958,0.5688419465455519
7.764,0.3115594780887666,0.2068930704246503,0.568823988263112
7.766,0.3116050168893654,0.2068736619138244,0.5688061023371496
7.768,0.3116503742399669,0.2068543114732792,0.5687882898418716
7.77,0.3116955490506839,0.2068350179638493,0.5687705518450508
7.772,0.3117405402385434,0.2068157802543846,0.5687528894078588
7.774,0.3117853467276175,0.2067965972219919,0.5687353035847001
