"time","pointMass.r_0[1]","pointMass.r_0[2]","pointMass.r_0[3]"
0.168,0.3327365106560148,0.1930989717393342,0.5616350970068625
0.17,0.3326926487442219,0.1930988088156326,0.5616611363676269
0.172,0.3326483434825556,0.1930987496627333,0.5616873979868495
0.174,0.332603597122337,0.1930987974777055,0.5617138792963755
0.176,0.3325584141193407,0.1930989583487215,0.5617405754290007
0.178,0.3325127954099795,0.1930992337482494,0.5617674851882375
0.18,0.3324667433900125,0.1930996270627482,0.5617946058552927
0.182,0.3324202604700472,0.1931001416981385,0.5618219346958797
0.184,0.3323733490755524,0.1931007810798098,0.5618494689602413
0.186,0.3323260116468707,0.1931015486526274,0.5618772058831694
0.188,0.3322782506392317,0.1931024478809401,0.5619051426840275
0.19,0.3322300685227636,0.1931034822485868,0.5619332765667701
0.192,0.3321814677825062,0.1931046552589039,0.5619616047199635
0.194,0.3321324509184222,0.1931059704347314,0.5619901243168062
0.196,0.3320830204454103,0.1931074313184213,0.5620188325151489
0.198,0.3320331788933165,0.1931090414718429,0.5620477264575151
0.2,0.3319829288069459,0.1931108044763904,0.5620768032711192
0.202,0.3319322727460742,0.1931127239329891,0.5621060600678875
0.204,0.3318812132854604,0.1931148034621023,0.5621354939444769
0.206,0.3318297530190683,0.193117046667631,0.5621651019922108
0.208,0.3317778946021249,0.1931194567764758,0.5621948813961019
0.21,0.3317256406154502,0.1931220378016856,0.5622248291153906
0.212,0.3316729936957902,0.1931247934252628,0.5622549421904253
0.214,0.3316199564950286,0.1931277273479255,0.5622852176466119
0.216,0.3315665316801964,0.1931308432891127,0.5623156524944315
0.218,0.3315127219334841,0.1931341449869912,0.5623462437294597
0.22,0.331458529952251,0.1931376361984611,0.5623769883323821
0.222,0.331403958449035,0.1931413206991614,0.5624078832690119
0.224,0.331349010151563,0.1931452022834758,0.5624389254903069
0.226,0.331293687802761,0.1931492847645386,0.5624701119323855
0.228,0.3312379941607632,0.1931535719742394,0.562501439516543
0.23,0.3311819319989211,0.1931580677632292,0.5625329051492673
0.232,0.3311255041058132,0.1931627760009252,0.5625645057222544
0.234,0.3310687132852541,0.1931677005755159,0.5625962381124237
0.236,0.331011562356303,0.1931728453939666,0.5626280991819328
